Tile No,Receiver 1,Receiver 2,Receiver 3,Human Status
1,-42,-35,-28,1
1,-42,-35,-29,1
1,-41,-35,-29,1
1,-42,-35,-29,1
1,-42,-35,-29,1
1,-42,-35,-29,1
1,-42,-35,-28,1
1,-42,-35,-29,1
1,-42,-35,-29,1
1,-42,-36,-29,1
1,-42,-35,-29,1
1,-42,-36,-28,1
1,-42,-36,-28,1
1,-42,-35,-29,1
1,-42,-35,-28,1
1,-42,-35,-28,1
1,-42,-36,-29,1
1,-42,-35,-29,1
1,-42,-35,-29,1
1,-43,-35,-29,1
1,-43,-35,-29,1
1,-42,-35,-28,1
1,-42,-35,-29,1
1,-42,-35,-28,1
1,-42,-35,-29,1
1,-43,-35,-29,1
1,-42,-35,-29,1
1,-42,-35,-29,1
1,-42,-35,-29,1
1,-43,-35,-29,1
1,-43,-35,-29,1
1,-43,-35,-29,1
1,-43,-35,-29,1
2,-43,-35,-28,1
2,-43,-35,-29,1
2,-43,-35,-28,1
2,-43,-35,-29,1
2,-43,-34,-28,1
2,-43,-34,-29,1
2,-44,-35,-29,1
2,-43,-35,-29,1
2,-43,-35,-29,1
2,-43,-34,-29,1
2,-44,-35,-29,1
2,-43,-34,-29,1
2,-43,-35,-29,1
2,-43,-34,-28,1
2,-43,-34,-28,1
2,-43,-34,-28,1
2,-43,-34,-28,1
2,-43,-34,-29,1
2,-43,-35,-28,1
2,-44,-34,-29,1
2,-43,-35,-29,1
2,-43,-35,-29,1
2,-44,-35,-28,1
2,-44,-34,-29,1
2,-44,-35,-28,1
2,-44,-34,-28,1
2,-43,-34,-28,1
2,-43,-35,-29,1
2,-44,-35,-28,1
2,-43,-34,-29,1
2,-44,-34,-29,1
2,-44,-34,-29,1
2,-44,-34,-28,1
2,-44,-35,-29,1
2,-44,-34,-28,1
2,-44,-34,-28,1
2,-44,-34,-29,1
2,-43,-35,-28,1
2,-44,-34,-29,1
2,-44,-34,-28,1
2,-44,-35,-29,1
2,-44,-34,-28,1
2,-44,-34,-28,1
2,-44,-34,-28,1
2,-43,-34,-28,1
2,-44,-34,-28,1
3,-44,-32,-29,1
3,-43,-35,-28,1
3,-44,-35,-29,1
3,-44,-35,-29,1
3,-44,-35,-28,1
3,-43,-35,-28,1
